"person_gender","person_education","loan_int_rate","loan_percent_income","credit_score","loan_status"
"female","High School",13.48,0.18,602,0
"male","Associate",7.67,0.11,539,0
"male","High School",9.28,0.06,644,0
"male","Associate",10.18,0.14,655,0
"female","High School",13.55,0.21,630,0
"male","High School",8.18,0.1,610,0
"male","Bachelor",9.03,0.03,656,0
"male","Bachelor",15.97,0.05,693,0
"female","Bachelor",13.24,0.1,610,0
"male","Master",12.06,0.13,625,0
"male","Associate",8.7,0.17,627,0
"female","Bachelor",11.13,0.2,547,0
"male","Associate",9.13,0.05,623,0
"female","Associate",6.32,0.18,574,0
"female","Associate",12.77,0.07,563,0
"male","High School",14.45,0.14,585,0
"female","Master",7.75,0.22,656,0
"male","Bachelor",9.99,0.06,584,0
"female","Bachelor",9.15,0.07,639,0
"female","High School",12.24,0.14,657,0
"male","Associate",8.79,0.13,629,0
"male","High School",19.06,0.09,579,0
"male","Bachelor",7.38,0.08,669,0
"female","Bachelor",10.83,0.2,545,0
"male","Associate",12.55,0.25,548,0
"female","Bachelor",7.11,0.16,696,0
"male","High School",6.69,0.05,553,0
"female","Associate",10.64,0.09,628,0
"male","Master",13.81,0.1,716,0
"female","Bachelor",8.61,0.06,649,0
"female","Bachelor",13.82,0.22,646,0
"female","Bachelor",9.41,0.02,545,0
"male","Bachelor",10.63,0.04,663,0
"male","High School",12.81,0.2,704,0
"male","High School",6.3,0.12,628,0
"male","Associate",12.39,0.07,599,0
"male","Bachelor",12.53,0.1,572,0
"male","Associate",11.92,0.19,674,0
"male","Master",13.16,0.01,591,0
"male","High School",13.56,0.09,652,0
"female","Bachelor",8.5,0.11,636,0
"male","Master",13.11,0.06,689,0
"male","Bachelor",11.56,0.06,675,0
"male","High School",11.08,0.16,684,0
"female","Master",11.45,0.11,679,0
"male","High School",12.31,0.2,578,0
"female","Bachelor",8.57,0.16,669,0
"male","High School",10.3,0.15,590,0
"male","Master",7.88,0.04,568,0
"female","Bachelor",9.16,0.17,678,0
"male","Bachelor",7.27,0.15,703,0
"male","Bachelor",10.94,0.13,640,0
"male","Master",10.86,0.21,661,0
"female","Associate",14.3,0.21,608,0
"male","High School",12.76,0.05,670,0
"male","High School",8.47,0.16,587,0
"male","Associate",16.11,0.12,615,0
"female","Associate",10.6,0.03,685,0
"female","Master",6.66,0.11,579,0
"male","High School",7.93,0.11,638,0
"male","Bachelor",7.38,0.1,638,0
"female","High School",9.78,0.04,535,0
"male","Associate",9.55,0.03,495,0
"male","High School",9.33,0.2,658,0
"female","Master",10.51,0.09,602,0
"male","Bachelor",7.46,0.06,693,0
"female","High School",14.68,0.09,622,0
"female","High School",10.11,0.12,661,0
"male","Associate",7.82,0.14,569,0
"male","Master",9.92,0.21,706,0
"male","High School",8.49,0.07,648,0
"male","Master",11.17,0.05,602,0
"male","Bachelor",10.24,0.1,613,0
"female","High School",9.17,0.14,593,0
"female","High School",7.89,0.17,665,0
"female","Associate",7.85,0.04,643,0
"male","Associate",11.2,0.04,636,0
"female","Bachelor",13.49,0.18,557,0
"female","Associate",11.99,0.04,627,0
"male","High School",9.98,0.04,608,0
"male","Associate",12.07,0.07,636,0
"male","Associate",7.07,0.2,602,0
"female","Master",12.38,0.09,605,0
"male","Bachelor",14.02,0.04,590,0
"male","High School",10.53,0.04,675,0
"male","High School",16.69,0.25,619,0
"male","High School",11.33,0.08,536,0
"female","Bachelor",9.55,0.08,686,0
"female","Bachelor",7.2,0.15,627,0
"female","Associate",8.88,0.2,716,0
"male","Master",7.81,0.07,693,0
"male","High School",9.59,0.09,590,0
"female","High School",8.56,0.06,619,0
"female","High School",15.41,0.1,679,0
"female","Associate",9.22,0.09,706,0
"female","Associate",8.66,0.09,618,0
"female","Associate",9.42,0.05,684,0
"male","High School",7.33,0.19,653,0
"male","Bachelor",13.07,0.08,699,0
"female","Associate",8.96,0.16,531,0
"female","Bachelor",11.66,0.06,637,0
"female","Bachelor",11.51,0.09,579,0
"female","Bachelor",9.92,0.13,572,0
"female","High School",8.71,0.41,533,0
"female","Bachelor",15.38,0.15,675,0
"male","High School",7.09,0.11,568,0
"female","Associate",11.01,0.03,622,0
"female","Bachelor",13.31,0.21,444,0
"female","Associate",11.43,0.15,648,0
"male","Master",8.25,0.1,611,0
"male","Bachelor",7.65,0.22,675,0
"female","Associate",6.64,0.16,662,0
"female","Bachelor",12.61,0.09,587,0
"female","Bachelor",13,0.05,645,0
"male","Master",10.83,0.05,568,0
"female","High School",7.66,0.02,572,0
"male","High School",9.3,0.07,694,0
"female","Bachelor",6.34,0.15,700,0
"female","Associate",6.74,0.08,695,0
"female","High School",10.53,0.14,556,0
"male","Bachelor",8.73,0.04,621,0
"female","Bachelor",6.71,0.06,639,0
"female","Associate",13.01,0.14,588,0
"female","Associate",10.23,0.39,650,0
"female","Associate",9.16,0.11,558,0
"male","Bachelor",11.61,0.23,641,0
"male","Bachelor",7.31,0.04,603,0
"male","Master",6.92,0.1,669,0
"male","Associate",11.2,0.24,658,0
"male","Master",8.67,0.03,665,0
"male","Associate",14.19,0.11,702,0
"female","Associate",14.16,0.09,648,0
"male","Master",6.11,0.07,632,0
"female","High School",13.64,0.21,520,0
"female","Associate",12.72,0.08,703,0
"female","Associate",14.65,0.25,636,0
"female","High School",11,0.09,681,0
"female","Bachelor",9.71,0.15,652,0
"female","High School",8.56,0.07,693,0
"female","Associate",11.01,0.2,650,0
"male","Bachelor",10.67,0.12,689,0
"male","Bachelor",10.76,0.05,631,0
"male","Bachelor",9.92,0.11,690,0
"female","Associate",15.17,0.12,714,0
"male","High School",8.05,0.13,637,0
"female","Bachelor",16.1,0.11,664,0
"male","High School",15.28,0.16,652,0
"male","Bachelor",12.43,0.18,683,0
"female","High School",11.2,0.07,612,0
"male","Bachelor",8.85,0.12,656,0
"female","Bachelor",10.21,0.24,651,0
"female","Bachelor",11.49,0.06,650,0
"male","Master",9.16,0.04,677,0
"female","Bachelor",10.14,0.14,591,0
"female","Associate",8.87,0.3,661,0
"male","Bachelor",9.67,0.14,675,0
"male","High School",10.62,0.16,618,0
"male","Bachelor",7.71,0.06,644,0
"female","High School",11.16,0.08,544,0
"female","High School",9.3,0.11,599,0
"female","Associate",13.52,0.09,688,0
"female","High School",15.89,0.2,642,0
"female","Bachelor",8.55,0.05,618,0
"male","Master",10.7,0.13,688,0
"male","Doctorate",12.6,0.04,704,0
"female","Associate",9.28,0.18,722,0
"female","High School",9.62,0.22,585,0
"female","Bachelor",8.08,0.07,565,0
"male","Bachelor",6.34,0.07,589,0
"male","Bachelor",10.81,0.07,627,0
"male","Master",11.32,0.17,706,0
"male","Bachelor",7.95,0.12,627,0
"male","Bachelor",12.73,0.04,668,0
"female","High School",12.14,0.13,631,0
"female","Associate",6.99,0.12,621,0
"male","Master",11.03,0.16,721,0
"male","Bachelor",9.3,0.06,594,0
"male","Bachelor",10,0.11,661,0
"female","Associate",9.08,0.08,686,0
"female","Master",14.98,0.14,691,0
"male","Associate",8.95,0.05,658,0
"male","High School",15,0.05,555,0
"male","Master",11.24,0.15,657,0
"female","Bachelor",11.24,0.13,656,0
"female","Associate",9.32,0.31,572,0
"male","Bachelor",13.23,0.06,615,0
"female","Associate",13.7,0.06,682,0
"female","Bachelor",10.79,0.04,648,0
"female","High School",13.75,0.03,674,0
"male","Master",10.11,0.3,634,0
"male","Associate",9.83,0.17,674,0
"male","Master",10.11,0.15,676,0
"male","Associate",13.46,0.37,583,0
"male","Associate",11.82,0.19,612,0
"male","Bachelor",11.51,0.08,707,0
"female","Master",11.51,0.07,673,0
"male","Associate",10.86,0.12,669,0
"male","Associate",6.13,0.29,537,0
"female","High School",17.37,0.04,659,0
"female","Bachelor",8.39,0.13,687,0
"female","Master",12.09,0.05,629,0
"male","High School",9.48,0.2,556,0
"male","Bachelor",10.15,0.07,695,0
"female","Bachelor",10.7,0.12,649,0
"female","Associate",11.09,0.08,596,0
"male","Bachelor",9.85,0.18,645,0
"female","Associate",10.48,0.18,696,0
"female","Bachelor",11.76,0.21,651,0
"female","High School",10.57,0.12,681,0
"female","High School",12.5,0.19,617,0
"male","Bachelor",7.95,0.14,598,0
"male","High School",7.49,0.19,670,0
"male","High School",12.23,0.02,673,0
"male","Master",10.8,0.18,550,0
"male","Master",9.95,0.27,552,0
"male","Master",11.27,0.27,710,0
"male","High School",6.2,0.07,503,0
"male","Master",10.99,0.2,602,0
"male","Associate",8.5,0.23,595,0
"male","High School",8.64,0.14,622,0
"male","Master",12.62,0.03,657,0
"female","Bachelor",10.03,0.34,650,0
"male","Master",7.95,0.36,664,0
"male","High School",14.54,0.18,620,0
"female","Bachelor",13.07,0.21,698,0
"male","Associate",11.06,0.14,527,0
"male","Bachelor",8.69,0.09,675,0
"male","Master",11.11,0.11,583,0
"male","High School",10.8,0.08,617,0
"female","Master",17.4,0.03,578,0
"female","Bachelor",16.37,0.06,618,0
"female","Associate",17.59,0.21,648,0
"female","Bachelor",5.48,0.04,674,0
"male","High School",11.01,0.14,563,0
"male","Bachelor",8.23,0.16,667,0
"female","Master",10.29,0.17,679,0
"female","Master",11.54,0.24,636,0
"male","Associate",7.22,0.12,561,0
"male","Bachelor",9.83,0.06,676,0
"male","Associate",10.29,0.14,522,0
"female","Associate",15.14,0.15,683,0
"female","Bachelor",11.45,0.2,601,0
"female","Associate",11.18,0.14,538,0
"female","Bachelor",7.9,0.04,606,0
"male","High School",8.64,0.05,548,0
"female","Associate",15.77,0.19,608,0
"male","Bachelor",11.55,0.12,625,0
"female","Bachelor",7.73,0.23,675,0
"male","High School",6.47,0.04,615,0
"female","High School",10.78,0.09,480,0
"female","Associate",11.23,0.21,588,0
"male","Associate",9.14,0.18,600,0
"female","Bachelor",13.34,0.11,674,0
"male","High School",8.39,0.02,711,0
"female","Bachelor",11.89,0.18,669,0
"male","Doctorate",13.27,0.19,707,0
"male","Bachelor",14.21,0.06,704,0
"female","High School",9.84,0.15,666,0
"female","High School",11.13,0.21,623,0
"male","Master",7.35,0.08,614,0
"male","Master",6.91,0.08,694,0
"male","High School",9.05,0.28,633,0
"female","Bachelor",11.74,0.21,554,0
"female","High School",12.9,0.02,660,0
"male","Associate",9.49,0.02,592,0
"male","Associate",13.69,0.09,645,0
"female","Associate",6.8,0.06,686,0
"female","High School",10.44,0.06,599,0
"female","Bachelor",7.16,0.16,702,0
"female","Bachelor",10.16,0.14,608,0
"male","Bachelor",11.12,0.1,614,0
"male","Associate",7.76,0.15,601,0
"male","Master",11.28,0.08,711,0
"male","Associate",10.21,0.04,677,0
"female","Master",11.07,0.03,688,0
"male","Bachelor",10.45,0.06,683,0
"male","High School",9.53,0.06,580,0
"female","High School",11.61,0.08,490,0
"male","Associate",12.17,0.07,697,0
"female","Bachelor",7.05,0.05,634,0
"female","Associate",10.76,0.19,676,0
"female","High School",6.12,0.05,643,0
"male","High School",11.06,0.09,544,0
"female","High School",9.96,0.22,574,0
"female","Master",10.31,0.07,648,0
"male","Associate",8.02,0.07,585,0
"female","High School",8.61,0.09,657,0
"male","Master",9.54,0.17,627,0
"male","Master",9.93,0.03,573,0
"female","High School",11.4,0.04,687,0
"male","High School",9.08,0.26,620,0
"male","Master",11.56,0.07,731,0
"male","Bachelor",10.89,0.05,674,0
"male","Associate",10.64,0.1,656,0
"male","Associate",10.05,0.1,712,0
"male","High School",5.42,0.05,640,0
"female","High School",7.64,0.11,720,0
"female","Bachelor",8.98,0.06,631,0
"male","Associate",8.06,0.13,642,0
"female","Bachelor",10.22,0.18,593,0
"female","Associate",10.14,0.13,671,0
"male","Bachelor",8.62,0.06,602,0
"male","Bachelor",10.51,0.17,643,0
"female","Bachelor",8.83,0.15,660,0
"female","Bachelor",14.99,0.23,651,0
"female","Bachelor",12.22,0.15,623,0
"female","Master",10.07,0.09,651,0
"male","Associate",9.38,0.13,654,0
"female","High School",6.3,0.16,600,0
"female","High School",10.64,0.13,668,0
"female","Associate",7.05,0.02,619,0
"male","Bachelor",12.53,0.28,720,0
"female","Associate",12.01,0.14,647,0
"female","Associate",12.03,0.03,623,0
"female","Bachelor",10.86,0.29,646,0
"male","High School",6.15,0.14,601,0
"male","Associate",8.57,0.14,606,0
"male","Associate",12.53,0.14,647,0
"male","Associate",8.75,0.14,582,0
"male","High School",11.25,0.06,592,0
"female","Bachelor",10.99,0.13,679,0
"male","Associate",12.54,0.22,629,0
"male","High School",16.35,0.05,530,0
"female","Bachelor",7.69,0.05,569,0
"male","Associate",7.65,0.09,619,0
"female","Associate",8.17,0.07,591,0
"female","Bachelor",9.87,0.07,664,0
"male","Bachelor",11.64,0.14,613,0
"male","Bachelor",7.66,0.09,697,0
"female","High School",7.34,0.1,649,0
"male","Bachelor",14.93,0.23,694,0
"female","Associate",11.22,0.09,662,0
"male","Master",5.48,0.15,654,0
"male","High School",11.69,0.11,586,0
"male","Associate",7.76,0.16,680,0
"female","Bachelor",11.71,0.08,619,0
"male","Bachelor",13.25,0.06,652,0
"female","Bachelor",7,0.16,678,0
"female","Bachelor",9.46,0.05,605,0
"female","Bachelor",13.56,0.23,674,0
"male","Master",10.32,0.08,517,0
"female","Master",10.33,0.23,637,0
"male","Master",16.16,0.18,656,0
"male","Master",14.49,0.07,619,0
"male","Bachelor",6.97,0.1,616,0
"female","High School",12.77,0.1,609,0
"female","Bachelor",9.73,0.12,507,0
"female","Master",9.23,0.24,690,0
"female","Bachelor",7.21,0.14,667,0
"female","Bachelor",13.49,0.1,692,0
"female","High School",8.81,0.07,659,0
"female","Associate",7.67,0.07,646,0
"male","Bachelor",13.91,0.13,608,0
"male","Associate",12.21,0.04,683,0
"female","High School",13.86,0.06,657,0
"male","Master",11.08,0.21,554,0
"female","High School",12.51,0.18,651,0
"female","Bachelor",7.9,0.08,646,0
"male","Master",13.48,0.04,737,0
"female","Bachelor",9.55,0.12,673,0
"female","Bachelor",14.26,0.1,640,0
"female","High School",8.76,0.01,617,0
"female","Bachelor",12.93,0.06,547,0
"male","Associate",12.61,0.09,747,0
"female","Bachelor",9.81,0.07,694,0
"male","Bachelor",10.71,0.17,648,0
"female","Associate",9.77,0.08,623,0
"male","High School",10.7,0.04,594,0
"male","Associate",8.39,0.24,627,0
"male","High School",11.34,0.05,672,0
"male","Bachelor",11.72,0.13,646,0
"female","Master",7.66,0.1,711,0
"male","Associate",11.09,0.16,639,0
"male","Bachelor",15.17,0.12,605,0
"female","Bachelor",6.42,0.13,653,0
"male","Bachelor",8.33,0.07,619,0
"male","Master",7.05,0.04,678,0
"female","High School",8.78,0.24,622,0
"female","High School",11.04,0.03,657,0
"male","Master",9.39,0.02,574,0
"male","Associate",9.18,0.16,633,0
"female","Associate",12.11,0.02,641,0
"male","Bachelor",8.57,0.07,611,0
"male","High School",7.37,0.12,513,0
"female","Bachelor",12.9,0.11,640,0
"female","Bachelor",7.19,0.03,648,0
"female","Associate",9.87,0.03,674,0
"female","High School",11.08,0.07,679,0
"female","Bachelor",11.77,0.2,582,0
"female","Master",7.07,0.06,618,0
"male","Associate",10.87,0.18,575,0
"male","High School",12.37,0.22,659,0
"male","High School",8.14,0.29,557,0
"male","Associate",14.49,0.06,681,0
"male","Master",12.46,0.09,643,0
"female","Bachelor",6.57,0.19,653,0
"male","Bachelor",10.56,0.14,577,0
"male","High School",12.56,0.09,648,0
"female","Bachelor",11.01,0.21,617,0
"female","Associate",10.81,0.12,681,0
"female","High School",12.92,0.04,599,0
"male","High School",8.51,0.08,628,0
"male","Doctorate",8.59,0.06,676,0
"female","Bachelor",7.36,0.15,652,0
"male","Bachelor",10.45,0.09,572,0
"male","Associate",11.01,0.02,683,0
"male","Associate",10.9,0.15,710,0
"female","High School",12.19,0.2,588,0
"male","High School",7.86,0.18,649,0
"male","Bachelor",10.54,0.21,658,0
"male","Bachelor",11.7,0.12,624,0
"female","Bachelor",7.7,0.02,694,0
"male","High School",11.98,0.07,661,0
"female","High School",14.25,0.13,687,0
"male","Bachelor",11.01,0.05,593,0
"female","Master",11.14,0.07,558,0
"female","Associate",9.02,0.06,606,0
"male","High School",7.29,0.06,632,0
"male","Master",10.59,0.18,647,0
"male","High School",7.98,0.13,673,0
"male","Associate",6.88,0.18,597,0
"female","Master",10.89,0.12,610,0
"male","Master",5.51,0.04,722,0
"male","Associate",13.87,0.19,641,0
"female","Bachelor",13.49,0.13,636,0
"female","Bachelor",8.06,0.14,647,0
"male","Bachelor",9.14,0.16,642,0
"female","High School",12.77,0.26,623,0
"female","Bachelor",5.7,0.13,642,0
"male","Master",9.54,0.13,659,0
"male","Master",11,0.19,683,0
"female","High School",10.99,0.18,676,0
"female","Associate",9.65,0.03,630,0
"male","Bachelor",7.51,0.22,698,0
"male","High School",12.82,0.17,645,0
"male","Bachelor",6.46,0.03,682,0
"female","High School",13.73,0.05,678,0
"male","High School",7.69,0.11,596,0
"male","Bachelor",10.69,0.06,650,0
"female","Associate",7.32,0.08,697,0
"female","Master",10.56,0.15,688,0
"female","High School",12.24,0.11,564,0
"male","Associate",6.51,0.2,659,0
"female","High School",7.19,0.02,660,0
"male","Associate",10.99,0.2,601,0
"female","Bachelor",12.32,0.07,701,0
"female","Associate",13.64,0.34,601,0
"male","Bachelor",5.44,0.1,680,0
"male","High School",10.01,0.03,679,0
"male","Bachelor",11.71,0.13,501,0
"male","High School",14.54,0.12,658,0
"male","Bachelor",12.19,0.21,679,0
"female","High School",9.14,0.05,643,0
"male","Associate",11.6,0.07,698,0
"male","High School",13.12,0.2,629,0
"male","Bachelor",12.42,0.07,522,0
"female","High School",10.17,0.09,604,0
"male","Bachelor",11.83,0.2,585,0
"female","Bachelor",7.55,0.04,572,0
"female","Master",11.87,0.12,712,0
"female","Master",14.3,0.08,639,0
"female","Master",14.64,0.17,580,0
"male","High School",12.75,0.12,716,0
"female","Associate",9.13,0.07,593,0
"female","Master",10.93,0.36,637,0
"female","High School",10.77,0.18,673,0
"female","High School",10.58,0.07,644,0
"female","High School",8.04,0.1,598,0
"male","Bachelor",7.92,0.1,671,0
"female","Bachelor",12.34,0.18,618,0
"male","Bachelor",10.5,0.09,662,0
"male","High School",8.5,0.09,631,0
"male","Bachelor",10.01,0.04,599,0
"male","Master",8.62,0.09,532,0
"male","Associate",7.71,0.03,656,0
"female","Bachelor",9.32,0.07,722,0
"female","High School",9.75,0.16,569,0
"female","Associate",5.83,0.04,670,0
"female","High School",10.74,0.06,653,0
"female","High School",13.6,0.07,689,0
"male","Associate",12.65,0.13,576,0
"male","High School",11.18,0.04,521,0
"male","Master",13.4,0.16,698,0
"female","High School",12.66,0.43,637,0
"male","Associate",11.27,0.06,660,0
"female","Bachelor",8.05,0.05,634,0
"male","High School",9.74,0.03,626,0
"male","Bachelor",13.39,0.03,620,0
"male","Bachelor",12.04,0.14,699,0
"male","Associate",10.42,0.01,655,0
"male","Associate",7.05,0.1,668,0
"female","High School",11.38,0.04,663,0
"female","Associate",6.81,0.04,663,0
"female","Associate",7.6,0.27,607,0
"female","High School",16.28,0.24,617,0
"male","Bachelor",10.9,0.22,625,0
"male","Associate",11.27,0.2,665,0
"female","Bachelor",15.94,0.08,685,0
"male","Master",10.15,0.09,672,0
"female","High School",10.99,0.06,605,0
"female","Bachelor",10.86,0.06,647,0
"male","High School",11.06,0.11,569,0
"male","Bachelor",13.92,0.22,503,0
"male","High School",12.1,0.18,694,0
"female","Associate",6.76,0.09,658,0
"female","Bachelor",7.52,0.08,598,0
"male","Master",10.67,0.17,652,0
"female","Associate",11.5,0.1,614,0
"male","Associate",10.08,0.22,526,0
"female","Bachelor",10.67,0.19,644,0
"female","Associate",16.35,0.18,667,0
"male","Master",11.06,0.1,603,0
"male","Bachelor",10.48,0.03,675,0
"female","Associate",7.33,0.05,605,0
"male","Bachelor",6.56,0.1,585,0
"male","Master",12.99,0.1,537,0
"male","Associate",9,0.1,642,0
"male","Associate",8.26,0.19,695,0
"female","High School",9.54,0.09,649,0
